key_id,year,tournament_name,stage_number,stage_name,group_name,position,team_id,team,team_code,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced,brazil,argentina,france,mexico,USA
301,1998,1998 FIFA Men's World Cup,1,group stage,Group C,3,T-70,South Africa,ZAF,3,0,2,1,3,6,-3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,1998,1998 FIFA Men's World Cup,1,group stage,Group C,4,T-63,Saudi Arabia,SAU,3,0,1,2,2,7,-5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303,1998,1998 FIFA Men's World Cup,1,group stage,Group D,1,T-50,Nigeria,NGA,3,2,0,1,5,5,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
304,1998,1998 FIFA Men's World Cup,1,group stage,Group D,2,T-55,Paraguay,PRY,3,1,2,0,3,1,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
305,1998,1998 FIFA Men's World Cup,1,group stage,Group D,3,T-73,Spain,ESP,3,1,1,1,8,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,1998,1998 FIFA Men's World Cup,1,group stage,Group D,4,T-10,Bulgaria,BGR,3,0,1,2,1,7,-6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
307,1998,1998 FIFA Men's World Cup,1,group stage,Group E,1,T-48,Netherlands,NLD,3,1,2,0,7,2,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
308,1998,1998 FIFA Men's World Cup,1,group stage,Group E,2,T-46,Mexico,MEX,3,1,2,0,7,5,2,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
309,1998,1998 FIFA Men's World Cup,1,group stage,Group E,3,T-06,Belgium,BEL,3,0,3,0,3,3,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,1998,1998 FIFA Men's World Cup,1,group stage,Group E,4,T-71,South Korea,KOR,3,0,1,2,2,9,-7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,1998,1998 FIFA Men's World Cup,1,group stage,Group F,1,T-31,Germany,DEU,3,2,1,0,6,2,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
312,1998,1998 FIFA Men's World Cup,1,group stage,Group F,2,T-87,Yugoslavia,YUG,3,2,1,0,4,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
313,1998,1998 FIFA Men's World Cup,1,group stage,Group F,3,T-38,Iran,IRN,3,1,0,2,2,4,-2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,1998,1998 FIFA Men's World Cup,1,group stage,Group F,4,T-83,United States,USA,3,0,0,3,1,5,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
315,1998,1998 FIFA Men's World Cup,1,group stage,Group G,1,T-61,Romania,ROU,3,2,1,0,4,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
316,1998,1998 FIFA Men's World Cup,1,group stage,Group G,2,T-28,England,ENG,3,2,0,1,5,2,3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
317,1998,1998 FIFA Men's World Cup,1,group stage,Group G,3,T-16,Colombia,COL,3,1,0,2,1,3,-2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
318,1998,1998 FIFA Men's World Cup,1,group stage,Group G,4,T-79,Tunisia,TUN,3,0,1,2,1,4,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
319,1998,1998 FIFA Men's World Cup,1,group stage,Group H,1,T-03,Argentina,ARG,3,3,0,0,7,0,7,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
320,1998,1998 FIFA Men's World Cup,1,group stage,Group H,2,T-18,Croatia,HRV,3,2,0,1,4,2,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
321,1998,1998 FIFA Men's World Cup,1,group stage,Group H,3,T-43,Jamaica,JAM,3,1,0,2,3,9,-6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,1998,1998 FIFA Men's World Cup,1,group stage,Group H,4,T-44,Japan,JPN,3,0,0,3,1,4,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,1999,1999 FIFA Women's World Cup,1,group stage,Group A,1,T-83,United States,USA,3,3,0,0,13,1,12,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
324,1999,1999 FIFA Women's World Cup,1,group stage,Group A,2,T-50,Nigeria,NGA,3,2,0,1,5,8,-3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
325,1999,1999 FIFA Women's World Cup,1,group stage,Group A,3,T-51,North Korea,PRK,3,1,0,2,4,6,-2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,1999,1999 FIFA Women's World Cup,1,group stage,Group A,4,T-22,Denmark,DNK,3,0,0,3,1,8,-7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
327,1999,1999 FIFA Women's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,12,4,8,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
328,1999,1999 FIFA Women's World Cup,1,group stage,Group B,2,T-31,Germany,DEU,3,1,2,0,10,4,6,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
329,1999,1999 FIFA Women's World Cup,1,group stage,Group B,3,T-41,Italy,ITA,3,1,1,1,3,3,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
330,1999,1999 FIFA Women's World Cup,1,group stage,Group B,4,T-46,Mexico,MEX,3,0,0,3,1,15,-14,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
331,1999,1999 FIFA Women's World Cup,1,group stage,Group C,1,T-53,Norway,NOR,3,3,0,0,13,2,11,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
332,1999,1999 FIFA Women's World Cup,1,group stage,Group C,2,T-62,Russia,RUS,3,2,0,1,10,3,7,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
333,1999,1999 FIFA Women's World Cup,1,group stage,Group C,3,T-12,Canada,CAN,3,0,1,2,3,12,-9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
334,1999,1999 FIFA Women's World Cup,1,group stage,Group C,4,T-44,Japan,JPN,3,0,1,2,1,10,-9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,1999,1999 FIFA Women's World Cup,1,group stage,Group D,1,T-14,China,CHN,3,3,0,0,12,2,10,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
336,1999,1999 FIFA Women's World Cup,1,group stage,Group D,2,T-74,Sweden,SWE,3,2,0,1,6,3,3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
337,1999,1999 FIFA Women's World Cup,1,group stage,Group D,3,T-04,Australia,AUS,3,0,1,2,3,7,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,1999,1999 FIFA Women's World Cup,1,group stage,Group D,4,T-32,Ghana,GHA,3,0,1,2,1,10,-9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,2002,2002 FIFA Men's World Cup,1,group stage,Group A,1,T-22,Denmark,DNK,3,2,1,0,5,2,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
340,2002,2002 FIFA Men's World Cup,1,group stage,Group A,2,T-65,Senegal,SEN,3,1,2,0,5,4,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
341,2002,2002 FIFA Men's World Cup,1,group stage,Group A,3,T-84,Uruguay,URY,3,0,2,1,4,5,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,2002,2002 FIFA Men's World Cup,1,group stage,Group A,4,T-30,France,FRA,3,0,1,2,0,3,-3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
343,2002,2002 FIFA Men's World Cup,1,group stage,Group B,1,T-73,Spain,ESP,3,3,0,0,9,4,5,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
344,2002,2002 FIFA Men's World Cup,1,group stage,Group B,2,T-55,Paraguay,PRY,3,1,1,1,6,6,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
345,2002,2002 FIFA Men's World Cup,1,group stage,Group B,3,T-70,South Africa,ZAF,3,1,1,1,5,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,2002,2002 FIFA Men's World Cup,1,group stage,Group B,4,T-69,Slovenia,SVN,3,0,0,3,2,7,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,2002,2002 FIFA Men's World Cup,1,group stage,Group C,1,T-09,Brazil,BRA,3,3,0,0,11,3,8,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
348,2002,2002 FIFA Men's World Cup,1,group stage,Group C,2,T-80,Turkey,TUR,3,1,1,1,5,3,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
349,2002,2002 FIFA Men's World Cup,1,group stage,Group C,3,T-17,Costa Rica,CRI,3,1,1,1,5,6,-1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,2002,2002 FIFA Men's World Cup,1,group stage,Group C,4,T-14,China,CHN,3,0,0,3,0,9,-9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,2002,2002 FIFA Men's World Cup,1,group stage,Group D,1,T-71,South Korea,KOR,3,2,1,0,4,1,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
352,2002,2002 FIFA Men's World Cup,1,group stage,Group D,2,T-83,United States,USA,3,1,1,1,5,6,-1,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
353,2002,2002 FIFA Men's World Cup,1,group stage,Group D,3,T-58,Portugal,PRT,3,1,0,2,6,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,2002,2002 FIFA Men's World Cup,1,group stage,Group D,4,T-57,Poland,POL,3,1,0,2,3,7,-4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,2002,2002 FIFA Men's World Cup,1,group stage,Group E,1,T-31,Germany,DEU,3,2,1,0,11,1,10,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
356,2002,2002 FIFA Men's World Cup,1,group stage,Group E,2,T-60,Republic of Ireland,IRL,3,1,2,0,5,2,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
357,2002,2002 FIFA Men's World Cup,1,group stage,Group E,3,T-11,Cameroon,CMR,3,1,1,1,2,3,-1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,2002,2002 FIFA Men's World Cup,1,group stage,Group E,4,T-63,Saudi Arabia,SAU,3,0,0,3,0,12,-12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,2002,2002 FIFA Men's World Cup,1,group stage,Group F,1,T-74,Sweden,SWE,3,1,2,0,4,3,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
360,2002,2002 FIFA Men's World Cup,1,group stage,Group F,2,T-28,England,ENG,3,1,2,0,2,1,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
361,2002,2002 FIFA Men's World Cup,1,group stage,Group F,3,T-03,Argentina,ARG,3,1,1,1,2,2,0,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
362,2002,2002 FIFA Men's World Cup,1,group stage,Group F,4,T-50,Nigeria,NGA,3,0,1,2,1,3,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,2002,2002 FIFA Men's World Cup,1,group stage,Group G,1,T-46,Mexico,MEX,3,2,1,0,4,2,2,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
364,2002,2002 FIFA Men's World Cup,1,group stage,Group G,2,T-41,Italy,ITA,3,1,1,1,4,3,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
365,2002,2002 FIFA Men's World Cup,1,group stage,Group G,3,T-18,Croatia,HRV,3,1,0,2,2,3,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,2002,2002 FIFA Men's World Cup,1,group stage,Group G,4,T-25,Ecuador,ECU,3,1,0,2,2,4,-2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,2002,2002 FIFA Men's World Cup,1,group stage,Group H,1,T-44,Japan,JPN,3,2,1,0,5,2,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
368,2002,2002 FIFA Men's World Cup,1,group stage,Group H,2,T-06,Belgium,BEL,3,1,2,0,6,5,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
369,2002,2002 FIFA Men's World Cup,1,group stage,Group H,3,T-62,Russia,RUS,3,1,0,2,4,4,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,2002,2002 FIFA Men's World Cup,1,group stage,Group H,4,T-79,Tunisia,TUN,3,0,1,2,1,5,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,2003,2003 FIFA Women's World Cup,1,group stage,Group A,1,T-83,United States,USA,3,3,0,0,11,1,10,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
372,2003,2003 FIFA Women's World Cup,1,group stage,Group A,2,T-74,Sweden,SWE,3,2,0,1,5,3,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
373,2003,2003 FIFA Women's World Cup,1,group stage,Group A,3,T-51,North Korea,PRK,3,1,0,2,3,4,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
374,2003,2003 FIFA Women's World Cup,1,group stage,Group A,4,T-50,Nigeria,NGA,3,0,0,3,0,11,-11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375,2003,2003 FIFA Women's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,8,2,6,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
376,2003,2003 FIFA Women's World Cup,1,group stage,Group B,2,T-53,Norway,NOR,3,2,0,1,10,5,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
377,2003,2003 FIFA Women's World Cup,1,group stage,Group B,3,T-30,France,FRA,3,1,1,1,2,3,-1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
378,2003,2003 FIFA Women's World Cup,1,group stage,Group B,4,T-71,South Korea,KOR,3,0,0,3,1,11,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
379,2003,2003 FIFA Women's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,3,0,0,13,2,11,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
380,2003,2003 FIFA Women's World Cup,1,group stage,Group C,2,T-12,Canada,CAN,3,2,0,1,7,5,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
381,2003,2003 FIFA Women's World Cup,1,group stage,Group C,3,T-44,Japan,JPN,3,1,0,2,7,6,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
382,2003,2003 FIFA Women's World Cup,1,group stage,Group C,4,T-03,Argentina,ARG,3,0,0,3,1,15,-14,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
383,2003,2003 FIFA Women's World Cup,1,group stage,Group D,1,T-14,China,CHN,3,2,1,0,3,1,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
384,2003,2003 FIFA Women's World Cup,1,group stage,Group D,2,T-62,Russia,RUS,3,2,0,1,5,2,3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
385,2003,2003 FIFA Women's World Cup,1,group stage,Group D,3,T-32,Ghana,GHA,3,1,0,2,2,5,-3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
386,2003,2003 FIFA Women's World Cup,1,group stage,Group D,4,T-04,Australia,AUS,3,0,1,2,3,5,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
387,2006,2006 FIFA Men's World Cup,1,group stage,Group A,1,T-31,Germany,DEU,3,3,0,0,8,2,6,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
388,2006,2006 FIFA Men's World Cup,1,group stage,Group A,2,T-25,Ecuador,ECU,3,2,0,1,5,3,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
389,2006,2006 FIFA Men's World Cup,1,group stage,Group A,3,T-57,Poland,POL,3,1,0,2,2,4,-2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
390,2006,2006 FIFA Men's World Cup,1,group stage,Group A,4,T-17,Costa Rica,CRI,3,0,0,3,3,9,-6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
391,2006,2006 FIFA Men's World Cup,1,group stage,Group B,1,T-28,England,ENG,3,2,1,0,5,2,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
392,2006,2006 FIFA Men's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,1,2,0,3,2,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
393,2006,2006 FIFA Men's World Cup,1,group stage,Group B,3,T-55,Paraguay,PRY,3,1,0,2,2,2,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
394,2006,2006 FIFA Men's World Cup,1,group stage,Group B,4,T-78,Trinidad and Tobago,TTO,3,0,1,2,0,4,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395,2006,2006 FIFA Men's World Cup,1,group stage,Group C,1,T-03,Argentina,ARG,3,2,1,0,8,1,7,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
396,2006,2006 FIFA Men's World Cup,1,group stage,Group C,2,T-48,Netherlands,NLD,3,2,1,0,3,1,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
397,2006,2006 FIFA Men's World Cup,1,group stage,Group C,3,T-42,Ivory Coast,CIV,3,1,0,2,5,6,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
398,2006,2006 FIFA Men's World Cup,1,group stage,Group C,4,T-67,Serbia and Montenegro,SCG,3,0,0,3,2,10,-8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
399,2006,2006 FIFA Men's World Cup,1,group stage,Group D,1,T-58,Portugal,PRT,3,3,0,0,5,1,4,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
400,2006,2006 FIFA Men's World Cup,1,group stage,Group D,2,T-46,Mexico,MEX,3,1,1,1,4,3,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
401,2006,2006 FIFA Men's World Cup,1,group stage,Group D,3,T-02,Angola,AGO,3,0,2,1,1,2,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
402,2006,2006 FIFA Men's World Cup,1,group stage,Group D,4,T-38,Iran,IRN,3,0,1,2,2,6,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
403,2006,2006 FIFA Men's World Cup,1,group stage,Group E,1,T-41,Italy,ITA,3,2,1,0,5,1,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
404,2006,2006 FIFA Men's World Cup,1,group stage,Group E,2,T-32,Ghana,GHA,3,2,0,1,4,3,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
405,2006,2006 FIFA Men's World Cup,1,group stage,Group E,3,T-20,Czech Republic,CZE,3,1,0,2,3,4,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
406,2006,2006 FIFA Men's World Cup,1,group stage,Group E,4,T-83,United States,USA,3,0,1,2,2,6,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
407,2006,2006 FIFA Men's World Cup,1,group stage,Group F,1,T-09,Brazil,BRA,3,3,0,0,7,1,6,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
408,2006,2006 FIFA Men's World Cup,1,group stage,Group F,2,T-04,Australia,AUS,3,1,1,1,5,5,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
409,2006,2006 FIFA Men's World Cup,1,group stage,Group F,3,T-18,Croatia,HRV,3,0,2,1,2,3,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
410,2006,2006 FIFA Men's World Cup,1,group stage,Group F,4,T-44,Japan,JPN,3,0,1,2,2,7,-5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
411,2006,2006 FIFA Men's World Cup,1,group stage,Group G,1,T-75,Switzerland,CHE,3,2,1,0,4,0,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
412,2006,2006 FIFA Men's World Cup,1,group stage,Group G,2,T-30,France,FRA,3,1,2,0,3,1,2,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
413,2006,2006 FIFA Men's World Cup,1,group stage,Group G,3,T-71,South Korea,KOR,3,1,1,1,3,4,-1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,2006,2006 FIFA Men's World Cup,1,group stage,Group G,4,T-77,Togo,TGO,3,0,0,3,1,6,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
415,2006,2006 FIFA Men's World Cup,1,group stage,Group H,1,T-73,Spain,ESP,3,3,0,0,8,1,7,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
416,2006,2006 FIFA Men's World Cup,1,group stage,Group H,2,T-81,Ukraine,UKR,3,2,0,1,5,4,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
417,2006,2006 FIFA Men's World Cup,1,group stage,Group H,3,T-79,Tunisia,TUN,3,0,1,2,3,6,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
418,2006,2006 FIFA Men's World Cup,1,group stage,Group H,4,T-63,Saudi Arabia,SAU,3,0,1,2,2,7,-5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
419,2007,2007 FIFA Women's World Cup,1,group stage,Group A,1,T-31,Germany,DEU,3,2,1,0,13,0,13,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
420,2007,2007 FIFA Women's World Cup,1,group stage,Group A,2,T-28,England,ENG,3,1,2,0,8,3,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
421,2007,2007 FIFA Women's World Cup,1,group stage,Group A,3,T-44,Japan,JPN,3,1,1,1,3,4,-1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,2007,2007 FIFA Women's World Cup,1,group stage,Group A,4,T-03,Argentina,ARG,3,0,0,3,1,18,-17,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
423,2007,2007 FIFA Women's World Cup,1,group stage,Group B,1,T-83,United States,USA,3,2,1,0,5,2,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
424,2007,2007 FIFA Women's World Cup,1,group stage,Group B,2,T-51,North Korea,PRK,3,1,1,1,5,4,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
425,2007,2007 FIFA Women's World Cup,1,group stage,Group B,3,T-74,Sweden,SWE,3,1,1,1,3,4,-1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
426,2007,2007 FIFA Women's World Cup,1,group stage,Group B,4,T-50,Nigeria,NGA,3,0,1,2,1,4,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427,2007,2007 FIFA Women's World Cup,1,group stage,Group C,1,T-53,Norway,NOR,3,2,1,0,10,4,6,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
428,2007,2007 FIFA Women's World Cup,1,group stage,Group C,2,T-04,Australia,AUS,3,1,2,0,7,4,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
429,2007,2007 FIFA Women's World Cup,1,group stage,Group C,3,T-12,Canada,CAN,3,1,1,1,7,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
430,2007,2007 FIFA Women's World Cup,1,group stage,Group C,4,T-32,Ghana,GHA,3,0,0,3,3,15,-12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
431,2007,2007 FIFA Women's World Cup,1,group stage,Group D,1,T-09,Brazil,BRA,3,3,0,0,10,0,10,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
432,2007,2007 FIFA Women's World Cup,1,group stage,Group D,2,T-14,China,CHN,3,2,0,1,5,6,-1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
433,2007,2007 FIFA Women's World Cup,1,group stage,Group D,3,T-22,Denmark,DNK,3,1,0,2,4,4,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
434,2007,2007 FIFA Women's World Cup,1,group stage,Group D,4,T-49,New Zealand,NZL,3,0,0,3,0,9,-9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
435,2010,2010 FIFA Men's World Cup,1,group stage,Group A,1,T-84,Uruguay,URY,3,2,1,0,4,0,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
436,2010,2010 FIFA Men's World Cup,1,group stage,Group A,2,T-46,Mexico,MEX,3,1,1,1,3,2,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
437,2010,2010 FIFA Men's World Cup,1,group stage,Group A,3,T-70,South Africa,ZAF,3,1,1,1,3,5,-2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438,2010,2010 FIFA Men's World Cup,1,group stage,Group A,4,T-30,France,FRA,3,0,1,2,1,4,-3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
439,2010,2010 FIFA Men's World Cup,1,group stage,Group B,1,T-03,Argentina,ARG,3,3,0,0,7,1,6,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
440,2010,2010 FIFA Men's World Cup,1,group stage,Group B,2,T-71,South Korea,KOR,3,1,1,1,5,6,-1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
441,2010,2010 FIFA Men's World Cup,1,group stage,Group B,3,T-33,Greece,GRC,3,1,0,2,2,5,-3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
442,2010,2010 FIFA Men's World Cup,1,group stage,Group B,4,T-50,Nigeria,NGA,3,0,1,2,3,5,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
443,2010,2010 FIFA Men's World Cup,1,group stage,Group C,1,T-83,United States,USA,3,1,2,0,4,3,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
444,2010,2010 FIFA Men's World Cup,1,group stage,Group C,2,T-28,England,ENG,3,1,2,0,2,1,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
445,2010,2010 FIFA Men's World Cup,1,group stage,Group C,3,T-69,Slovenia,SVN,3,1,1,1,3,3,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
446,2010,2010 FIFA Men's World Cup,1,group stage,Group C,4,T-01,Algeria,DZA,3,0,1,2,0,2,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
447,2010,2010 FIFA Men's World Cup,1,group stage,Group D,1,T-31,Germany,DEU,3,2,0,1,5,1,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
448,2010,2010 FIFA Men's World Cup,1,group stage,Group D,2,T-32,Ghana,GHA,3,1,1,1,2,2,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
449,2010,2010 FIFA Men's World Cup,1,group stage,Group D,3,T-04,Australia,AUS,3,1,1,1,3,6,-3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
450,2010,2010 FIFA Men's World Cup,1,group stage,Group D,4,T-66,Serbia,SRB,3,1,0,2,2,3,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
451,2010,2010 FIFA Men's World Cup,1,group stage,Group E,1,T-48,Netherlands,NLD,3,3,0,0,5,1,4,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
452,2010,2010 FIFA Men's World Cup,1,group stage,Group E,2,T-44,Japan,JPN,3,2,0,1,4,2,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
