index,series_name,network,season,title,rating,engagement,date,time,format,monster_name,monster_type,monster_subtype,monster_species,monster_real,monsters,setting,location,suspects,arrested,culprit_name,culprits,motive,door_gag,scrappy,snacks,zoinks,groovy
199,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby Saves the World,7.1,27,9/26/1981,8,TV Series (segmented),Alien,Extraterrestrial,Alien,Alien,TRUE,1,Space,Space,0,NULL,NULL,0,Conquest,FALSE,TRUE,0,3,0
200,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Dooby Goo,7.1,29,10/3/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,3,0
201,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Rickshaw Scooby,7.1,29,10/3/1981,8,TV Series (segmented),Dragon,Mythical,Dragon,Dragon,TRUE,1,Cave,China,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,2,0
202,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Luck of the Irish,7.2,30,10/3/1981,8,TV Series (segmented),Pat O'Wiley,Mythical,Leprechaun,Leprechaun,TRUE,1,Forest,Ireland,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,5,0
203,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Backstage Scooby,7.1,29,10/10/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,5,0
204,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's House of Mystery,7.1,27,10/10/1981,8,TV Series (segmented),Madame Olga,Magician,Witch,Human,TRUE,1,Urban,United States,0,NULL,NULL,0,Experimentation,FALSE,TRUE,0,1,0
205,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Sweet Dreams Scooby,7.1,27,10/10/1981,8,TV Series (segmented),"Red Baron,T-Rex","Ancient,Animal","Pilot,Dinosaur","Human,Dinosaur",FALSE,2,Urban,United States,0,NULL,NULL,0,Imagination,FALSE,TRUE,0,1,0
206,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Doo 2000,7.1,29,10/17/1981,8,TV Series (segmented),Toy Gorilla,Mechanical,Toy,Gorilla,TRUE,1,Urban,England,0,NULL,NULL,0,Automated,FALSE,TRUE,0,5,0
207,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Punk Rock Scooby,7.1,29,10/17/1981,8,TV Series (segmented),Plutonian,Extraterrestrial,Alien,Hound,TRUE,1,Urban,United States,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,1,0
208,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Canine to Five,7.4,27,10/17/1981,8,TV Series (segmented),Dr. Wolf,Animal,Werewolf,Human,TRUE,1,Urban,United States,1,FALSE,Dr. Wolf,1,Food,TRUE,TRUE,0,4,0
209,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hard Hat Scooby,7.1,27,10/24/1981,8,TV Series (segmented),Vampire Foreman,Undead,Vampire,Human,TRUE,1,Urban,United States,0,NULL,NULL,0,Food,FALSE,TRUE,0,3,0
210,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hothouse Scooby,7.1,29,10/24/1981,8,TV Series (segmented),Carnivorous Plants,Plant,Giant,Venus Fly Trap,TRUE,1,Urban,United States,1,FALSE,Gardener,1,Food,FALSE,TRUE,0,7,0
211,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Pigskin Scooby,7.1,32,10/24/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,5,0
212,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Tenderbigfoot,7.1,32,10/31/1981,8,TV Series (segmented),Bigfoot,Animal,Humanoid,Bigfoot,TRUE,1,Forest,United States,0,NULL,NULL,0,Theft,FALSE,TRUE,0,2,0
213,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby and the Beanstalk,7.1,32,10/31/1981,8,TV Series (segmented),Giant,Mythical,Giant,Human,TRUE,1,Rural,United States,0,NULL,NULL,0,Food,FALSE,TRUE,0,3,0
214,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Maltese Mackerel,7.4,25,9/25/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,2,TRUE,"Big Thug,Small Thug",2,Theft,FALSE,TRUE,0,2,0
215,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Dumb Waiter Caper,7.4,23,9/25/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,2,TRUE,"Bruiser,Bugsy Burton",2,Theft,FALSE,TRUE,0,1,0
216,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Catfish Burglar Caper,7.1,24,10/2/1982,8,TV Series (segmented),Catfish Burglar,Disguised,Masked,Human,FALSE,1,Ocean,United States,1,TRUE,Mrs. Higgins,1,Theft,FALSE,TRUE,0,2,0
217,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Movie Monster Menace,7.3,25,10/2/1982,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid","Gargoyle,Human,Sea-Monster,Octopus,Bigfoot",TRUE,5,Urban,California,2,TRUE,"Von Scareheim,Cameraman",2,Production,FALSE,TRUE,0,0,0
218,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Super Teen Shaggy,6.9,26,10/9/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,2,0
219,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Stake-out at the Take-out,6.9,26,10/16/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,3,TRUE,"Hamburger Haven Owner,Otto,Ivan",3,Smuggling,FALSE,TRUE,0,0,0
220,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Who's Scooby-Doo?,7.3,27,10/23/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,2,FALSE,"Tank,Squeak",2,Theft,FALSE,TRUE,0,0,0
221,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Double Trouble Date,7.3,25,10/23/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,0,0
222,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Cable Car Caper,7.4,24,10/30/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,2,TRUE,"Vendetta,Bruno",2,Theft,FALSE,TRUE,0,1,0
223,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Muscle Trouble,7.1,23,10/30/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Coast,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,2,0
224,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Comic Book Caper,7.4,23,11/6/1982,8,TV Series (segmented),Slime Boy,Disguised,Slime,Human,FALSE,1,Urban,United States,2,TRUE,Mr. Morley,1,Theft,FALSE,TRUE,0,3,0
225,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Misfortune Teller,7.3,23,11/6/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,1,0
226,Scooby-Doo and Scrappy-Doo (second series),ABC,3,A Gem of a Case,7.1,25,11/13/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Forest,United States,1,TRUE,Fingers Malone,1,Theft,FALSE,TRUE,0,0,0
227,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Disappearing Car Caper,7,23,11/20/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,1,TRUE,Pistons McGee,1,Theft,FALSE,TRUE,0,4,0
228,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Scooby-Doo and Genie-Poo,7.1,25,11/20/1982,8,TV Series (segmented),Jasmine,Mythical,Phantom,Genie,TRUE,1,Urban,United States,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,0,0
229,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Close Encounter of the Worst Kind,7.2,23,11/27/1982,8,TV Series (segmented),"Alien Scavenger Hunter,Alien Scavenger Hunter,Alien Scavenger Hunter","Extraterrestrial,Extraterrestrial,Extraterrestrial","Teen,Teen,Teen","Alien,Alien,Alien",TRUE,3,Urban,United States,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,1,0
230,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Captain Canine Caper,7.2,23,11/27/1982,8,TV Series (segmented),Dognapper,Disguised,NULL,Human,FALSE,1,Urban,United States,1,TRUE,Johnathan Johnson,1,Extortion,FALSE,TRUE,0,2,0
231,Scooby-Doo and Scrappy-Doo (second series),ABC,3,The Incredible Cat Lady Caper,7,23,12/4/1982,8,TV Series (segmented),Cat Lady,Animal,Cat,Human,FALSE,1,Urban,United States,0,NULL,NULL,0,Theft,FALSE,TRUE,0,2,0
232,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Picnic Poopers,7.1,23,12/4/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Forest,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,1,0
233,Scooby-Doo and Scrappy-Doo (second series),ABC,3,One Million Years Before Lunch,7.1,24,12/11/1982,8,TV Series (segmented),Wonga,Ancient,Caveman,Human,TRUE,1,Forest,Pre-Historic,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,3,0
234,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Where's the Wolf,7.4,24,12/11/1982,8,TV Series (segmented),Scooby-Doo,Animal,Werewolf,Hound,TRUE,1,Urban,United States,0,NULL,NULL,0,Food,FALSE,TRUE,0,2,0
235,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Hoedown Showdown,6.8,26,12/19/1982,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,3,0
236,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Snow Job Too Small,6.8,26,12/19/1982,8,TV Series (segmented),Abominable Snowman,Animal,Humanoid,Snow-Monster,FALSE,1,Snow,United States,1,TRUE,Cousin Sherwood,1,Inheritance,FALSE,TRUE,0,2,0
237,The New Scooby and Scrappy Doo Show,ABC,1,Scooby the Barbarian,7.4,27,9/10/1983,11,TV Series (segmented),Olaf the Terrible,Ancient,Viking,Human,FALSE,1,Coast,Norway,2,TRUE,Professor Busby,1,Theft,FALSE,TRUE,0,3,0
238,The New Scooby and Scrappy Doo Show,ABC,1,No Sharking Zone,7.4,27,9/10/1983,11,TV Series (segmented),"Great White Shark,Seaweed Monster","Animal,Plant","Shark,Seaweed","Shark,Sea-Monster",FALSE,2,Island,South America,2,TRUE,Cowabunga Carlyle,1,Treasure,FALSE,TRUE,0,2,0
239,The New Scooby and Scrappy Doo Show,ABC,1,Scoobygeist,7.5,21,9/10/1983,11,TV Series (segmented),"Face in the Fireplace,Ghosts Under the Bed,Living Animal Heads,Skeleton,Living Statue,Organ Playing Ghost","Ghost,Ghost,Undead,Undead,Possessed Object,Ghost","Phantom,Phantom,Head,Skeleton,Statue,Phantom","Human,Human,Beast,Human,Human,Human",TRUE,6,Rural,United States,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,3,0
240,The New Scooby and Scrappy Doo Show,ABC,1,The Quagmire Quake Caper,7.5,21,9/10/1983,11,TV Series (segmented),Mud Monster,Possessed Object,Humanoid,Mud,FALSE,1,Desert,United States,4,TRUE,Quanto,1,Theft,FALSE,TRUE,0,4,0
241,The New Scooby and Scrappy Doo Show,ABC,1,Hound of the Scoobyvilles,7.5,17,9/17/1983,11,TV Series (segmented),Hound of the Barkervilles,Animal,Werewolf,Hound,FALSE,1,Rural,Scotland,2,TRUE,Bentley,1,Inheritance,FALSE,TRUE,0,2,0
242,The New Scooby and Scrappy Doo Show,ABC,1,The Dinosaur Deception,7.5,17,9/17/1983,11,TV Series (segmented),Dinosaur,Animal,Dinosaur,Dinosaur,FALSE,1,Jungle,Mexico,1,TRUE,Dr. LaRue,1,Treasure,FALSE,TRUE,0,5,0
243,The New Scooby and Scrappy Doo Show,ABC,1,The Creature Came from The Chemlab,7.7,20,9/17/1983,11,TV Series (segmented),Creature from Chem Lab,Possessed Object,Humanoid,Chem,FALSE,1,Urban,United States,3,TRUE,Toby Wallace,1,Theft,FALSE,TRUE,0,1,0
244,The New Scooby and Scrappy Doo Show,ABC,1,"No Thanks, Masked Manx",7.7,20,9/17/1983,11,TV Series (segmented),Masked Manx,Animal,Humanoid,Gorilla,FALSE,1,Forest,United States,3,TRUE,Milo Damp,1,Theft,FALSE,TRUE,0,2,0
245,The New Scooby and Scrappy Doo Show,ABC,1,Scooby of the Jungle,7.2,18,9/24/1983,11,TV Series (segmented),"Randar the Ape Man,Mobotsu","Animal,Animal","Humanoid,Giant","Ape,Ape",FALSE,2,Jungle,Africa,2,TRUE,Randal Bakko,1,Smuggling,FALSE,TRUE,0,1,0
246,The New Scooby and Scrappy Doo Show,ABC,1,"Scooby-Doo and Cyclops, Too",7.2,18,9/24/1983,11,TV Series (segmented),"Maid Zombie,Barney Zombie,Tourist Zombie,Amy Zombie","Undead,Undead,Undead,Undead","Possessed,Possessed,Possessed,Possessed","Human,Human,Human,Human",FALSE,4,Island,South America,3,TRUE,"Mr. Cyclops,Amy Simons",2,Natural Resource,FALSE,TRUE,0,2,0
247,The New Scooby and Scrappy Doo Show,ABC,1,Scooby Roo,7.5,15,10/1/1983,11,TV Series (segmented),Neanderthal Monster of Devil's Rock,Animal,Humanoid,Beast,FALSE,1,Rural,Australia,3,TRUE,Darcy,1,Natural Resource,FALSE,TRUE,0,0,0
248,The New Scooby and Scrappy Doo Show,ABC,1,Scooby's Gold Medal Gambit,7.5,15,10/1/1983,11,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,3,TRUE,Chameleon,1,Theft,FALSE,TRUE,0,2,0
249,The New Scooby and Scrappy Doo Show,ABC,1,Scoobsie,7.3,15,10/8/1983,11,TV Series (segmented),Phantom of the Soaps,Ghost,Phantom,Human,FALSE,1,Urban,United States,3,TRUE,Danny Divine,1,Competition,FALSE,TRUE,0,1,0
250,The New Scooby and Scrappy Doo Show,ABC,1,The Mark of Scooby,7.1,17,10/15/1983,11,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,California,1,FALSE,Commandante,1,Imagination,FALSE,TRUE,0,0,0
251,The New Scooby and Scrappy Doo Show,ABC,1,The Crazy Carnival Caper,7.1,17,10/15/1983,11,TV Series (segmented),Clown,Disguised,Clown,Human,FALSE,1,Rural,United States,3,TRUE,Jerry,1,Theft,FALSE,TRUE,0,1,0
252,The New Scooby and Scrappy Doo Show,ABC,1,Scooby and the Minotaur,7.4,18,10/29/1983,11,TV Series (segmented),Minotaur,Mythical,Minotaur,Minotaur,FALSE,1,Rural,Greece,2,TRUE,Mr. Kronos,1,Treasure,TRUE,TRUE,1,2,0
253,The New Scooby and Scrappy Doo Show,ABC,1,Scooby Pinch Hits,7.4,18,10/29/1983,11,TV Series (segmented),Ghost of Casey O'Reilly,Ghost,Phantom,Human,FALSE,1,Urban,United States,4,TRUE,Reggie Rungout,1,Competition,FALSE,TRUE,0,2,0
254,The New Scooby and Scrappy Doo Show,ABC,1,The Fall Dog,7.2,20,11/5/1983,11,TV Series (segmented),Gremlin,Mythical,Gremlin,Gremlin,FALSE,1,Rural,California,5,TRUE,Mickey Hack,1,Competition,FALSE,TRUE,0,2,0
255,The New Scooby and Scrappy Doo Show,ABC,1,The Scooby Coupe,7.2,20,11/5/1983,11,TV Series (segmented),Specter of the Sports Cars,Ghost,Phantom,Human,FALSE,1,Urban,United States,3,TRUE,Crocker Pitt,1,Competition,FALSE,TRUE,0,2,0
256,The New Scooby and Scrappy Doo Show,ABC,1,Who's Minding the Monster,6.5,21,11/26/1983,11,TV Series (segmented),"Frankenstein's Monster,Dracula,Dracula's Wife,Dracula Jr.","Undead,Undead,Undead,Animal","Frankenstein's Monster,Vampire,Vampire,Werewolf","Human,Human,Human,Human",TRUE,4,Forest,Romania,1,NULL,NULL,0,Experimentation,FALSE,TRUE,0,1,0
257,The New Scooby and Scrappy Doo Show,ABC,1,Scooby ala Mode,6.5,21,11/26/1983,11,TV Series (segmented),Ghost of Chef Maras,Ghost,Chef,Human,FALSE,1,Urban,France,3,TRUE,Chef Gustav,1,Competition,FALSE,TRUE,0,2,0
258,The New Scooby and Scrappy Doo Show,ABC,1,Where's Scooby-Doo?,6.5,19,12/3/1983,23,TV Series,Mummy,Undead,Mummy,Human,FALSE,1,Rural,Austria,4,TRUE,"Sidney Gasper,Dr. Natasha,Little Guy,Beatrice Whimsey",4,Smuggling,FALSE,TRUE,0,7,0
259,The New Scooby and Scrappy Doo Show,ABC,1,Wedding Bell Boos!,6.5,23,12/10/1983,23,TV Series,Ghost of McBaggy Rodgers,Ghost,Phantom,Human,FALSE,1,Rural,Massachusetts,7,TRUE,Alex Anders,1,Treasure,FALSE,TRUE,0,3,0
260,The New Scooby-Doo Mysteries,ABC,1,"Happy Birthday, Scooby-Doo",7.2,45,9/8/1984,23,TV Series,Red Skull,Disguised,Skull,Human,FALSE,1,Urban,United States,4,TRUE,Stuyvesant,1,Theft,FALSE,TRUE,0,0,0
261,The New Scooby-Doo Mysteries,ABC,1,Scooby's Peep-Hole Pandemonium,7.2,29,9/15/1984,11,TV Series (segmented),Maid Mummy,Undead,Mummy,Human,FALSE,1,Urban,United States,3,TRUE,Orson Kane,1,Theft,FALSE,TRUE,0,3,0
262,The New Scooby-Doo Mysteries,ABC,1,The Hand of Horror,7.2,29,9/15/1984,11,TV Series (segmented),Helping Hands,Possessed Object,Gloves,Object,FALSE,1,Forest,United States,5,TRUE,Ratfield,1,Theft,FALSE,TRUE,0,1,0
263,The New Scooby-Doo Mysteries,ABC,1,Scoo-Be or Not Scoo-Be?,7.5,29,9/22/1984,11,TV Series (segmented),"Sea Demon,Sea Demon","Animal,Animal","Humanoid,Humanoid","Sea-Monster,Sea-Monster",FALSE,2,Coast,Denmark,3,TRUE,"Rosey Crans,Gilly Stern",2,Natural Resource,FALSE,TRUE,0,2,0
264,The New Scooby-Doo Mysteries,ABC,1,The Stoney Glare Stare,7.5,29,9/22/1984,11,TV Series (segmented),Cyclops,Mythical,Cyclops,Human,FALSE,1,Island,Greece,4,TRUE,"Thaddeus Blimp,Wilmer,Proff. Mikos",3,Treasure,FALSE,TRUE,0,3,0
265,The New Scooby-Doo Mysteries,ABC,1,Mission: Un-Doo-Able,7,26,9/29/1984,11,TV Series (segmented),Master Mind,Super-Villain,Genius,Human,FALSE,1,Urban,New York,3,TRUE,Cecil,1,Conquest,FALSE,TRUE,0,4,0
266,The New Scooby-Doo Mysteries,ABC,1,The Bee Team,7,26,9/29/1984,11,TV Series (segmented),Giant Bees,Animal,Giant,Bee,FALSE,1,Rural,United States,3,TRUE,Harley Finster,1,Competition,FALSE,TRUE,0,4,0
267,The New Scooby-Doo Mysteries,ABC,1,Doom Service,7.1,24,10/6/1984,11,TV Series (segmented),Ghost of Ebenezer Overview,Ghost,Phantom,Human,FALSE,1,Snow,United States,3,TRUE,Mrs. Van Loon,1,Theft,FALSE,TRUE,0,0,0
268,The New Scooby-Doo Mysteries,ABC,1,A Code in the Nose,7.1,24,10/6/1984,11,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,3,TRUE,Codefinger,1,Theft,FALSE,TRUE,0,1,0
269,The New Scooby-Doo Mysteries,ABC,1,Ghost of the Ancient Astronauts,6.9,36,10/13/1984,23,TV Series,"Zombies,Zombies,Zombies,Zombies","Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human",FALSE,4,Island,South America,4,TRUE,"Harriet Mullins,Harriet Mullin's Associate,Abdul,Punjab",4,Treasure,FALSE,TRUE,0,3,0
270,The New Scooby-Doo Mysteries,ABC,1,The Night of Living Toys,7.2,23,10/20/1984,11,TV Series (segmented),Evil Elf,Mythical,Elf,Elf,FALSE,1,Forest,United States,3,TRUE,Katerina Kobald,1,Treasure,FALSE,TRUE,0,1,0
271,The New Scooby-Doo Mysteries,ABC,1,South Pole Vault,7.2,23,10/20/1984,11,TV Series (segmented),Mad Sea Lion,Animal,Sea Lion,Sea Lion,FALSE,1,Snow,Antarctica,4,TRUE,Dr. Carlin,1,Competition,FALSE,TRUE,0,2,0
272,The New Scooby-Doo Mysteries,ABC,1,A Halloween Hassle at Dracula's Castle,8,47,10/27/1984,23,TV Series,Ghost of Dr. Van Helsing,Ghost,Phantom,Human,FALSE,1,Desert,United States,4,FALSE,"Igor,Chandra",2,Theft,FALSE,TRUE,0,4,0
273,The New Scooby-Doo Mysteries,ABC,1,A Night Louse at the White House,7.5,26,11/3/1984,23,TV Series,"Ghost of Abraham Lincoln,Ghost of George Washington,Ghost of Ulysses S. Grant,Ghost of Theodore Roosevelt","Ghost,Ghost,Ghost,Ghost","President,President,President,President","Human,Human,Human,Human",FALSE,4,Urban,Washington D.C.,6,TRUE,"Ambassador of Klopstokia,Ambassador's Wife",2,Theft,FALSE,TRUE,0,3,0
274,The New Scooby-Doo Mysteries,ABC,1,Showboat Scooby,7.3,27,11/10/1984,11,TV Series (segmented),Ghost of Colonel Beauregard,Ghost,Phantom,Human,FALSE,1,Swamp,United States,3,TRUE,Pops Baloney,1,Treasure,FALSE,TRUE,0,2,0
275,The New Scooby-Doo Mysteries,ABC,1,The 'Dooby Dooby Doo' Ado,7.3,27,11/10/1984,11,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Nevada,1,TRUE,Lesser Band Thief,1,Smuggling,FALSE,TRUE,0,1,0
276,The New Scooby-Doo Mysteries,ABC,1,Sherlock Doo,7.6,27,11/17/1984,23,TV Series,Ghost of Sherlock Holmes,Ghost,Detective,Human,FALSE,1,Urban,England,6,TRUE,Mr. Stapleton,1,Theft,FALSE,TRUE,0,3,0
277,The New Scooby-Doo Mysteries,ABC,1,A Scarey Duel with a Cartoon Ghoul,7,24,11/24/1984,11,TV Series (segmented),Monster Mutt,Animal,Super-Villain,Hound,FALSE,1,Urban,California,4,TRUE,Dimwittie,1,Theft,FALSE,TRUE,0,2,0
278,The New Scooby-Doo Mysteries,ABC,1,E*I*E*I*O,7,24,11/24/1984,11,TV Series (segmented),Monster Mouse,Animal,Giant,Mouse,FALSE,1,Rural,United States,4,TRUE,Parker,1,Competition,FALSE,TRUE,0,1,0
279,The New Scooby-Doo Mysteries,ABC,1,The Nutcracker Scoob,7.9,60,12/1/1984,23,TV Series,Ghost of Christmas Never,Ghost,Phantom,Human,FALSE,1,Snow,United States,5,TRUE,Nanette Musette,1,Treasure,FALSE,TRUE,0,4,0
280,The 13 Ghosts of Scooby-Doo,ABC,1,To All the Ghouls I've Loved Before,7.7,104,9/7/1985,24,TV Series,"Bogle,Weerd,Ghoulio,Werewolfs,Werewolf Daphnie","Ghost,Ghost,Undead,Animal,Animal","Phantom,Phantom,Vampire,Werewolf,Werewolf","Cartoon,Cartoon,Human,Human,Human",TRUE,5,Snow,Tibet,2,NULL,NULL,0,Assistance,FALSE,TRUE,0,2,0
281,The 13 Ghosts of Scooby-Doo,ABC,1,Scoobra Kadoobra,7.6,91,9/14/1985,24,TV Series,"Maldore the Malevolent,Evil Tree,Evil Tree,Dragon,Rat Gaurds,Rat Gaurds","Mythical,Plant,Plant,Mythical,Animal,Animal","Demon,Evil,Evil,Dragon,Giant,Giant","Demon,Tree,Tree,Dragon,Rat,Rat",TRUE,6,Forest,United States,2,NULL,NULL,0,Conquest,FALSE,TRUE,0,0,0
282,The 13 Ghosts of Scooby-Doo,ABC,1,Me and My Shadow Demon,7.3,84,9/21/1985,24,TV Series,"Shadow Demon,Griswald,Queen Morbidia","Mythical,Animal,Magician","Shadow,Giant,Vampire","Demon,Spider,Human",TRUE,2,Rural,United States,2,NULL,NULL,0,Conquest,TRUE,TRUE,0,0,0
283,The 13 Ghosts of Scooby-Doo,ABC,1,Reflections in the Ghoulish Eye,7.2,79,9/28/1985,24,TV Series,"Bogle,Weerd,Reflector Specter","Ghost,Ghost,Mythical","Phantom,Phantom,Mirror","Cartoon,Cartoon,Demon",TRUE,3,Desert,Morocco,4,NULL,NULL,0,Conquest,FALSE,TRUE,0,1,0
284,The 13 Ghosts of Scooby-Doo,ABC,1,That's Monstertainment,7.9,84,10/5/1985,24,TV Series,"Zomba,Dr. Frankscoob's Monster","Mythical,Undead","Demon,Frankenstein's Monster","Demon,Human",TRUE,2,Urban,United States,2,NULL,NULL,0,Conquest,FALSE,TRUE,0,2,0
285,The 13 Ghosts of Scooby-Doo,ABC,1,Ship of Ghouls,7.5,74,10/12/1985,24,TV Series,"Bogel,Weerd,Captain Ghost,Ghosts on the Ship,Tornado,Demon","Ghost,Ghost,Ghost,Ghost,Mythical","Phantom,Phantom,Phantom,Phantom,Tornado","Cartoon,Cartoon,Human,Human,Demon",TRUE,4,Ocean,Bermuda Triangle,2,NULL,NULL,0,Conquest,FALSE,TRUE,0,1,0
286,The 13 Ghosts of Scooby-Doo,ABC,1,A Spooky Little Ghoul Like You,7.6,76,10/19/1985,24,TV Series,"Bogel,Weerd,Nekara,Nekara's Minions","Ghost,Ghost,Magician,Ghost","Phantom,Phantom,Witch,Phantom","Cartoon,Cartoon,Human,Human",TRUE,3,Urban,Louisiana,1,NULL,NULL,0,Conquest,FALSE,TRUE,0,2,0
287,The 13 Ghosts of Scooby-Doo,ABC,1,When You Witch Upon a Star,7.1,78,10/26/1985,24,TV Series,"Marcella,Helda Brewski,Ernestine Brewski,Wanda Brewski","Magician,Magician,Magician,Magician","Witch,Witch,Witch,Witch","Human,Human,Human,Human",TRUE,4,Forest,United States,1,NULL,NULL,0,Conquest,FALSE,TRUE,0,0,0
288,The 13 Ghosts of Scooby-Doo,ABC,1,It's a Wonderful Scoob,7.4,77,11/2/1985,24,TV Series,"Time Slime,Bogel,Weerd","Magician,Ghost,Ghost","Wizard,Phantom,Phantom","Human,Human,Human",TRUE,3,Urban,United States,1,NULL,NULL,0,Conquest,FALSE,TRUE,0,2,0
289,The 13 Ghosts of Scooby-Doo,ABC,1,Scooby in Kwacky Land,7.7,76,11/9/1985,24,TV Series,"Demondo,Bogel,Weerd","Mythical,Ghost,Ghost","Demon,Phantom,Phantom","Demon,Cartoon,Cartoon",TRUE,3,Urban,United States,3,NULL,NULL,0,Conquest,FALSE,TRUE,0,2,0
290,The 13 Ghosts of Scooby-Doo,ABC,1,Coast-to-Ghost,7.4,71,11/16/1985,24,TV Series,"Rankor,Bogel,Weerd,Head of S.A.P.S.,Living Plants","Undead,Ghost,Ghost,Ghost,Plant","Vampire,Phantom,Phantom,Demon,Flower","Goblin,Cartoon,Cartoon,Demon,Flower",TRUE,5,Rural,United States,2,NULL,NULL,0,Conquest,TRUE,TRUE,0,4,0
291,The 13 Ghosts of Scooby-Doo,ABC,1,The Ghouliest Show on Earth,7.4,77,11/23/1985,24,TV Series,"Porff. Phantazmo,Bogel,Weerd","Magician,Ghost,Ghost","Warlock,Phantom,Phantom","Human,Cartoon,Cartoon",TRUE,3,Rural,United States,1,NULL,NULL,0,Conquest,FALSE,TRUE,0,3,0
