respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
476,Occasionally,Usually,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,Somewhat,Yes,Yes,No,Somewhat,No,No,not_Female,83,$25-50k,Bachelor degree,college,Middle Atlantic
477,Occasionally,About half the time,67,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Yes,No,No,Female,36,$25-50k,Some college or Associate degree,college,New England
478,Occasionally,Always,71,No,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,Somewhat,Yes,No,No,not_Female,52,$50-100k,Graduate degree,college,Pacific
479,Occasionally,About half the time,67,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,56,$50-100k,Some college or Associate degree,college,West North Central
481,Occasionally,Always,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,Somewhat,Somewhat,Somewhat,No,No,not_Female,56,$100-150k,Bachelor degree,college,Mountain
482,Occasionally,Usually,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,52,$100-150k,Graduate degree,college,New England
483,Occasionally,Usually,71,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Yes,No,No,not_Female,78,<$25k,Some college or Associate degree,college,Middle Atlantic
484,Occasionally,Usually,69,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Yes,No,No,not_Female,76,$50-100k,Graduate degree,college,South Atlantic
485,Occasionally,Always,64,Yes,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,No,No,Female,47,$25-50k,Some college or Associate degree,college,East North Central
486,Occasionally,About half the time,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,Somewhat,Yes,No,No,Female,60,>$150k,Graduate degree,college,South Atlantic
487,Occasionally,Always,63,No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,50,$100-150k,Bachelor degree,college,West North Central
488,Occasionally,Never,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,72,>$150k,Graduate degree,college,South Atlantic
489,Occasionally,Always,68,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,No,No,No,No,No,Female,31,$100-150k,Bachelor degree,college,South Atlantic
490,Occasionally,Usually,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,No,No,No,Female,83,$25-50k,Some college or Associate degree,college,West South Central
491,Occasionally,Usually,67,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,Female,32,$50-100k,High school degree,HS,East North Central
492,Occasionally,About half the time,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,No,No,No,not_Female,53,$100-150k,Graduate degree,college,Mountain
493,Occasionally,Once in a while,71,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,Somewhat,Yes,Yes,No,not_Female,40,$100-150k,Some college or Associate degree,college,Pacific
494,Occasionally,Once in a while,63,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Somewhat,No,Yes,No,No,Female,45,$100-150k,Some college or Associate degree,college,East North Central
495,Occasionally,About half the time,63,No,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,No,No,Yes,No,No,Female,72,$50-100k,Graduate degree,college,East North Central
496,Occasionally,Never,67,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,No,Somewhat,No,No,Female,49,$100-150k,Graduate degree,college,West South Central
497,Occasionally,Usually,63,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,60,$100-150k,High school degree,HS,South Atlantic
498,Occasionally,Always,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,Somewhat,Somewhat,Yes,No,not_Female,23,>$150k,Bachelor degree,college,Middle Atlantic
499,Occasionally,Always,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Yes,No,No,Female,49,$25-50k,High school degree,HS,East North Central
500,Occasionally,Once in a while,62,No,Other (please specify),The person by the window,Everyone in the row should have some say,No,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Female,47,>$150k,Graduate degree,college,South Atlantic
501,Occasionally,Usually,60,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,78,$50-100k,High school degree,HS,West North Central
502,Occasionally,About half the time,65,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Yes,Somewhat,Yes,Yes,Somewhat,Yes,No,No,Female,53,$25-50k,Bachelor degree,college,Pacific
503,Occasionally,Once in a while,74,Yes,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,No,No,Somewhat,No,No,not_Female,56,$100-150k,Bachelor degree,college,South Atlantic
504,Occasionally,Always,71,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,Somewhat,No,Yes,No,No,not_Female,76,$50-100k,Bachelor degree,college,Middle Atlantic
505,Occasionally,Usually,67,Yes,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,Somewhat,Yes,No,Yes,No,No,Female,39,$50-100k,Some college or Associate degree,college,Pacific
507,Occasionally,Never,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,55,>$150k,Graduate degree,college,New England
508,Occasionally,Once in a while,67,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,60,>$150k,Graduate degree,college,South Atlantic
509,Occasionally,Usually,57,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,41,$100-150k,Some college or Associate degree,college,Pacific
510,Occasionally,Once in a while,71,No,The person in the middle seat gets both arm rests,The person by the window,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,Somewhat,Yes,No,No,not_Female,29,$100-150k,Some college or Associate degree,college,Pacific
511,Occasionally,Usually,67,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,No,No,Female,41,$100-150k,Some college or Associate degree,college,West North Central
512,Occasionally,About half the time,60,No,Other (please specify),Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,32,$100-150k,Some college or Associate degree,college,East North Central
514,Occasionally,Usually,65,No,The person in the middle seat gets both arm rests,The person by the window,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,54,$50-100k,Graduate degree,college,West South Central
515,Occasionally,About half the time,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,Somewhat,Somewhat,No,Somewhat,Somewhat,No,No,Female,52,$100-150k,Graduate degree,college,Middle Atlantic
516,Occasionally,About half the time,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,Somewhat,Yes,No,No,Female,57,$25-50k,Bachelor degree,college,Middle Atlantic
517,Occasionally,Once in a while,75,No,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,Somewhat,No,Somewhat,Yes,Yes,No,No,not_Female,54,<$25k,Bachelor degree,college,East South Central
518,Occasionally,Always,67,Yes,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,No,No,No,Female,40,$50-100k,Bachelor degree,college,West North Central
519,Occasionally,About half the time,70,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,No,Yes,No,not_Female,41,$25-50k,Bachelor degree,college,Pacific
520,Occasionally,Never,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,55,$100-150k,Graduate degree,college,East North Central
521,Occasionally,Usually,69,No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Yes,No,No,not_Female,69,$50-100k,High school degree,HS,Middle Atlantic
522,Occasionally,About half the time,71,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,46,$100-150k,Some college or Associate degree,college,Pacific
523,Occasionally,Usually,66,Yes,Whoever puts their arm on the arm rest first,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,Female,42,$100-150k,Bachelor degree,college,West South Central
524,Occasionally,Usually,70,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,No,No,No,No,No,Yes,No,No,Female,46,$100-150k,Bachelor degree,college,Middle Atlantic
525,Occasionally,Always,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,No,No,Somewhat,No,No,Female,52,$25-50k,Bachelor degree,college,Pacific
526,Occasionally,Never,75,No,Other (please specify),The person in aisle,The person in the window seat should have exclusive control,Somewhat,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Somewhat,Somewhat,No,Yes,Yes,Yes,No,No,not_Female,20,$25-50k,Bachelor degree,college,West South Central
527,Occasionally,Usually,62,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,Yes,Yes,No,No,Female,56,$100-150k,Graduate degree,college,East North Central
528,Occasionally,Never,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,Yes,Yes,No,No,not_Female,43,$100-150k,Graduate degree,college,Middle Atlantic
529,Occasionally,Always,71,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,Yes,No,not_Female,22,$25-50k,Some college or Associate degree,college,East North Central
530,Occasionally,Never,71,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,Somewhat,Yes,No,No,not_Female,53,$25-50k,Some college or Associate degree,college,South Atlantic
531,Occasionally,About half the time,60,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,No,Yes,No,No,Female,30,$50-100k,Graduate degree,college,East North Central
532,Occasionally,Once in a while,68,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,Somewhat,Yes,Yes,No,No,not_Female,37,$50-100k,Bachelor degree,college,East North Central
533,Occasionally,Usually,71,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,Somewhat,No,No,Somewhat,No,Yes,No,No,not_Female,38,$100-150k,Some college or Associate degree,college,Pacific
534,Occasionally,Always,70,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,No,Yes,Yes,No,No,not_Female,65,$50-100k,Graduate degree,college,Pacific
535,Occasionally,Always,67,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,not_Female,21,<$25k,Some college or Associate degree,college,Pacific
537,Occasionally,Usually,63,No,Whoever puts their arm on the arm rest first,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,50,$50-100k,Bachelor degree,college,New England
538,Occasionally,Once in a while,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,34,$50-100k,Bachelor degree,college,Mountain
539,Occasionally,Always,67,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,Yes,Yes,No,No,Female,53,$25-50k,Graduate degree,college,West South Central
540,Occasionally,Usually,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,46,$50-100k,Some college or Associate degree,college,West South Central
541,Occasionally,Never,69,No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,Female,25,$50-100k,Bachelor degree,college,West North Central
542,Occasionally,About half the time,68,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Yes,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Yes,Somewhat,Yes,Yes,Yes,Yes,Yes,No,Female,24,$25-50k,Bachelor degree,college,South Atlantic
543,Occasionally,Always,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Yes,Yes,Somewhat,Somewhat,No,Yes,No,No,Female,42,$50-100k,Some college or Associate degree,college,Middle Atlantic
544,Occasionally,Usually,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,No,No,No,Female,42,$50-100k,Bachelor degree,college,South Atlantic
545,Occasionally,Once in a while,65,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,21,$100-150k,High school degree,HS,East North Central
546,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,Somewhat,Yes,No,Somewhat,No,No,Female,54,$100-150k,Graduate degree,college,West South Central
547,Occasionally,Always,65,No,Whoever puts their arm on the arm rest first,The person by the window,The person in the window seat should have exclusive control,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,No,Somewhat,Yes,Yes,No,Female,20,$50-100k,Graduate degree,college,Pacific
548,Occasionally,Always,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,46,$50-100k,Bachelor degree,college,
549,Occasionally,Once in a while,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,75,$100-150k,Graduate degree,college,Pacific
550,Occasionally,Once in a while,74,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,No,No,Yes,No,Somewhat,No,No,not_Female,54,$25-50k,Some college or Associate degree,college,South Atlantic
551,Occasionally,Once in a while,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,54,$25-50k,High school degree,HS,South Atlantic
552,Occasionally,Once in a while,60,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,34,$25-50k,Some college or Associate degree,college,Middle Atlantic
553,Occasionally,Never,62,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Yes,Yes,No,Female,36,$50-100k,Graduate degree,college,East North Central
554,Occasionally,Always,66,No,Other (please specify),The person in aisle,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,50,$100-150k,Bachelor degree,college,New England
555,Occasionally,Always,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,No,No,not_Female,23,$25-50k,Graduate degree,college,West North Central
556,Occasionally,Never,61,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Yes,Yes,No,Somewhat,No,Yes,No,No,Female,32,>$150k,Graduate degree,college,Middle Atlantic
557,Occasionally,Never,57,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,51,$50-100k,Graduate degree,college,Mountain
558,Occasionally,Always,67,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,Somewhat,Yes,No,No,Female,54,>$150k,Graduate degree,college,South Atlantic
559,Occasionally,Always,67,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,27,$50-100k,Some college or Associate degree,college,East South Central
560,Occasionally,About half the time,74,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Once,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Yes,Somewhat,Yes,No,No,not_Female,23,$50-100k,Bachelor degree,college,New England
561,Occasionally,Usually,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Yes,No,No,Female,56,$50-100k,Bachelor degree,college,West South Central
562,Occasionally,Usually,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,Somewhat,Yes,No,No,not_Female,58,$50-100k,Graduate degree,college,Pacific
563,Occasionally,Always,64,,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,Somewhat,Yes,No,No,Somewhat,No,No,Female,84,$100-150k,Graduate degree,college,Middle Atlantic
564,Occasionally,Never,62,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,Somewhat,Yes,Somewhat,Yes,No,No,Female,21,$50-100k,Some college or Associate degree,college,East North Central
565,Occasionally,Once in a while,66,No,Whoever puts their arm on the arm rest first,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,Somewhat,Yes,No,No,Female,18,$50-100k,High school degree,HS,West North Central
566,Occasionally,Always,67,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,Somewhat,No,Somewhat,No,No,Female,52,$100-150k,Bachelor degree,college,New England
567,Occasionally,Never,66,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,20,$100-150k,Some college or Associate degree,college,South Atlantic
568,Occasionally,Once in a while,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,Somewhat,Yes,Yes,No,Female,22,$25-50k,Some college or Associate degree,college,South Atlantic
569,Occasionally,Never,70,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Yes,No,Yes,No,No,not_Female,50,>$150k,Graduate degree,college,South Atlantic
570,Occasionally,Never,71,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,Somewhat,Yes,No,Yes,No,No,not_Female,62,>$150k,Graduate degree,college,South Atlantic
571,Occasionally,Once in a while,60,Yes,Whoever puts their arm on the arm rest first,The arm rests should be shared,The person in the window seat should have exclusive control,Yes,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Yes,Yes,Somewhat,Yes,No,Somewhat,No,No,Female,81,$100-150k,Some college or Associate degree,college,South Atlantic
572,Occasionally,Once in a while,63,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,Somewhat,No,No,No,No,Female,39,$100-150k,Bachelor degree,college,Pacific
573,Occasionally,Once in a while,61,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,58,$50-100k,Graduate degree,college,West North Central
574,Occasionally,Never,68,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,No,No,No,not_Female,38,$100-150k,Graduate degree,college,West North Central
575,Occasionally,Usually,61,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Yes,No,It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Yes,No,Somewhat,No,No,Female,81,<$25k,Bachelor degree,college,East North Central
